State,Hospital name,Establishment ID,Medicare Provider No.,Local Hospital Network identifier,Local Hospital Network,Address Line 1,Address Line 2,asgc_ra,Remoteness area,Number of available beds,2012-13 Peer Group code,Peer Group Name,Provided data for NPHED,Provided data for NHMD,Provided data for NAPEDCD,Provided data for ESWT,Provided data for NNAPCD,IHPA funding designation
SA,Ceduna District Health Service,41EY00169,,404,Country Health SA,3.00   Eyre                                          Hwy,Ceduna                                                 5690,4,Very remote,15,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Central Yorke Peninsula Hospital (Maitla,41WK00142,,404,Country Health SA,68.00  Robert                                        St,Maitland                                               5573,2,Outer Regional,33,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Clare Hospital,41WK00079,,404,Country Health SA,47.00  Farrel Flat                                   Rd,Clare                                                  5453,2,Outer Regional,25,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Cleve District Hospital and Aged Care,41EY00082,,404,Country Health SA,North                                         TCE,Cleve                                                  5640,3,Remote,20,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Coober Pedy Hospital and Health Service,41NF00085,,404,Country Health SA,Hospital                                      Rd,Coober Pedy                                            5723,4,Very remote,15,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Cowell District Hospital and Aged Care,41EY00088,,404,Country Health SA,17.00  South                                         TCE,Cowell                                                 5602,3,Remote,8,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Crystal Brook and District Hospital,41MN00091,,404,Country Health SA,Edmund                                        TCE,Crystal Brook                                          5523,2,Outer Regional,13,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Cummins and District Memorial Hospital,41EY00094,,404,Country Health SA,19.00  Tumby Bay                                     Rd,Cummins                                                5631,3,Remote,19,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Elliston Hospital,41EY00097,,404,Country Health SA,4.00   Memorial                                      Dr,Elliston                                               5670,4,Very remote,6,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Eudunda Hospital,41WK00100,,404,Country Health SA,40.00  Ward                                          St,Eudunda                                                5374,1,Inner Regional,8,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Flinders Medical Centre,41SA00005,,403,Southern Adelaide,Flinders                                      Dr,Bedford Park                                           5042,0,Major Cities,602,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Gawler Health Service,41WK00020,,404,Country Health SA,21.00  Hutchinson                                    Rd,Gawler East                                            5118,0,Major Cities,62,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Glenside Hospital,44CA00300,,402,Central Adelaide,226.00 Fullarton                                     Rd,Glenside                                               5065,0,Major Cities,160,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
SA,Gumeracha District Soldiers' Memorial Ho,41HM00106,,404,Country Health SA,2.00   Albert                                        St,Gumeracha                                              5233,1,Inner Regional,17,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Hampstead Rehabilitation Centre,41CA00008,,402,Central Adelaide,205.00 Hampstead                                     Rd,Northfield                                             5085,0,Major Cities,125,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
SA,Hawker Memorial Hospital,41NF00103,,404,Country Health SA,Cradock                                       Rd,Hawker                                                 5434,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Jamestown Hospital and Health Service,41MN00109,,404,Country Health SA,South                                         TCE,Jamestown                                              5491,2,Outer Regional,12,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Kangaroo Island Health Service,41HM00112,,404,Country Health SA,3.00   The                                           ESP,Kingscote                                              5223,3,Remote,15,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Kapunda Hospital,41WK00115,,404,Country Health SA,26.00  Nash                                          St,Kapunda                                                5373,1,Inner Regional,27,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Karoonda and District Soldiers' Memorial,41HM00118,,404,Country Health SA,13.00  Stokes                                        Rd,Karoonda                                               5307,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Kimba District Hospital and Aged Care,41EY00121,,404,Country Health SA,15.00  Martin                                        TCE,Kimba                                                  5641,3,Remote,8,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Kingston Soldiers' Memorial Hospital,41SE00124,,404,Country Health SA,Cnr Cooke & Young                             St,Kingston SE                                            5275,2,Outer Regional,10,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Lameroo District Health Service,41HM00127,,404,Country Health SA,Vardon                                        TCE,Lameroo                                                5302,3,Remote,11,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Laura and District Hospital,41MN00130,,404,Country Health SA,33.00  Mill                                          St,Laura                                                  5480,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Leigh Creek Health Service,41NF00133,,404,Country Health SA,Black Oak                                     Dr,Leigh Creek                                            5731,4,Very remote,7,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Loxton Hospital Complex,41RI00139,,404,Country Health SA,Drabsch                                       St,Loxton                                                 5333,2,Outer Regional,22,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Lyell McEwin Hospital,41NA00027,,401,Northern Adelaide,Haydown                                       Rd,Elizabeth Vale                                         5112,0,Major Cities,373,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Mannum District Hospital,41HM00145,,404,Country Health SA,Parker                                        St,Mannum                                                 5238,1,Inner Regional,13,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,McLaren Vale & Districts War Memorial Ho,41MO00036,,404,Country Health SA,Aldersley                                     St,McLaren Vale                                           5171,0,Major Cities,0,S2,Public acute group D,Yes,Yes,No,No,No,Activity-based funded hospital
SA,Meningie and Districts Memorial Hospital,41HM00151,,404,Country Health SA,2.00   South                                         TCE,Meningie                                               5264,2,Outer Regional,14,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Millicent and Districts Hospital and Hea,41SE00154,,404,Country Health SA,Mount Gambier                                 Rd,Millicent                                              5280,2,Outer Regional,30,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Modbury Hospital,41NA00030,,401,Northern Adelaide,41.00  Smart                                         Rd,Modbury                                                5092,0,Major Cities,107,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Mount Barker District Soldiers' Memorial,41HM00160,,404,Country Health SA,Wellington                                    Rd,Mount Barker                                           5251,1,Inner Regional,46,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
SA,Mount Gambier and Districts Health Servi,41SE00163,,404,Country Health SA,276.00 Wehl                                          St,Mount Gambier                                          5290,2,Outer Regional,96,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Mount Pleasant District Hospital,41HM00166,,404,Country Health SA,28.00  Hospital                                      Rd,Mount Pleasant                                         5235,1,Inner Regional,21,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Murray Bridge Soldiers' Memorial Hospita,41HM00172,,404,Country Health SA,96.00  Swanport                                      Rd,Murray Bridge                                          5253,1,Inner Regional,58,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
SA,Naracoorte Health Service,41SE00175,,404,Country Health SA,101.00 Jenkins                                       TCE,Naracoorte                                             5271,2,Outer Regional,60,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Noarlunga Public Hospital,41SA00033,,403,Southern Adelaide,Alexander Kelly                               Dr,Noarlunga Centre                                       5168,0,Major Cities,85,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Northern Yorke Peninsula Health Service,41WK00247,,404,Country Health SA,1.00   Ernest                                        TCE,Wallaroo                                               5556,2,Outer Regional,21,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Oakden Hospital,44NA00028,,401,Northern Adelaide,200.00 Fosters                                       Rd,Oakden                                                 5086,0,Major Cities,24,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
SA,Oodnadatta Clinic,41NF00181,,404,Country Health SA,First                                         St,Oodnadatta                                             5734,4,Very remote,2,VS,Very small,Yes,No,No,No,No,Block-funded hospital
SA,Orroroo and District Health Service,41MN00184,,404,Country Health SA,Pekina                                        Rd,Orroroo                                                5431,2,Outer Regional,8,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Penola War Memorial Hospital,41SE00187,,404,Country Health SA,18.00  Church                                        St,Penola                                                 5277,2,Outer Regional,6,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Peterborough Soldiers' Memorial Hospital,41MN00190,,404,Country Health SA,23.00  Hurlstone                                     St,Peterborough                                           5422,2,Outer Regional,22,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Pinnaroo Soldiers' Memorial Hospital,41HM00193,,404,Country Health SA,Bundey                                        TCE,Pinnaroo                                               5304,3,Remote,8,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Port Augusta Hospital and Regional Healt,41NF00196,,404,Country Health SA,71.00  Hospital                                      Rd,Port Augusta                                           5700,2,Outer Regional,61,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Port Broughton and District Hospital and,41MN00199,,404,Country Health SA,Bay                                           St,Port Broughton                                         5522,2,Outer Regional,20,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Port Lincoln Health Service,41EY00202,,404,Country Health SA,39.00  Oxford                                        TCE,Port Lincoln                                           5606,3,Remote,67,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Port Pirie Regional Health Service,41MN00205,,404,Country Health SA,Alexander                                     St,Port Pirie                                             5540,2,Outer Regional,69,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Pregnancy Advisory Centre,41CA00035,,402,Central Adelaide,21.00  Belmore                                       TCE,Woodville                                              5011,0,Major Cities,5,O5,Unpeered,Yes,Yes,No,No,No,Activity-based funded hospital
SA,Quorn Health Service,41NF00208,,404,Country Health SA,Hospital                                      Rd,Quorn                                                  5433,2,Outer Regional,11,S2,Public acute group D,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Renmark Paringa District Hospital,41RI00211,,404,Country Health SA,Ral Ral                                       Ave,Renmark                                                5341,2,Outer Regional,17,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Repatriation General Hospital,41SA00018,,403,Southern Adelaide,216.00 Daws                                          Rd,Daw Park                                               5041,0,Major Cities,274,L,Public acute group A,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
SA,Riverland General Hospital,41RI00058,,404,Country Health SA,Maddern                                       St,Berri                                                  5343,2,Outer Regional,53,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Riverton District Soldiers' Memorial Hos,41WK00214,,404,Country Health SA,23.00  Moorhouse                                     TCE,Riverton                                               5412,1,Inner Regional,14,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Roxby Downs Health Service,41NF00217,,404,Country Health SA,16.00  Burgoyne                                      St,Roxby Downs                                            5725,3,Remote,10,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Royal Adelaide Hospital,41CA00019,,402,Central Adelaide,North                                         TCE,Adelaide                                               5000,0,Major Cities,847,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Snowtown Hospital and Health Service,41WK00220,,404,Country Health SA,South                                         TCE,Snowtown                                               5520,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
SA,South Coast District Hospital,41HM00223,,404,Country Health SA,Bay                                           Rd,Victor Harbor                                          5211,1,Inner Regional,47,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
SA,St. Margaret's Hospital,41CA00042,,402,Central Adelaide,65.00  Military                                      Rd,Semaphore South                                        5019,0,Major Cities,36,N2,Rehabilitation and GEM,Yes,Yes,No,No,No,Activity-based funded hospital
SA,Strathalbyn and District Health Service,41HM00229,,404,Country Health SA,14.00  Alfred                                        PL,Strathalbyn                                            5255,1,Inner Regional,25,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Streaky Bay Hospital,41EY00232,,404,Country Health SA,1.00   Flinders                                      Dr,Streaky Bay                                            5680,3,Remote,19,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Tailem Bend District Hospital,41HM00136,,404,Country Health SA,74.00  Princes                                       Hwy,Tailem Bend                                            5260,1,Inner Regional,9,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Tanunda War Memorial Hospital,41WK00235,,404,Country Health SA,15.00  Mill                                          St,Tanunda                                                5352,1,Inner Regional,22,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
SA,The Queen Elizabeth Hospital,41CA00014,,402,Central Adelaide,28.00  Woodville                                     Rd,Woodville South                                        5011,0,Major Cities,311,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Tumby Bay Hospital and Health Services,41EY00241,,404,Country Health SA,8.00   The                                           ESP,Tumby Bay                                              5605,3,Remote,15,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Waikerie Health Service,41RI00244,,404,Country Health SA,1.00   Lawrie                                        TCE,Waikerie                                               5330,2,Outer Regional,29,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Whyalla Hospital and Health Services,41NF00249,,404,Country Health SA,20.00  Wood                                          TCE,Whyalla                                                5600,2,Outer Regional,101,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Women's and Children's Hospital,41CW00003,,405,Women's and Children's Health Network (SA),72.00  King William                                  Rd,North Adelaide                                         5006,0,Major Cities,312,W2,Womens and childrens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
SA,Wudinna Hospital,41EY00076,,404,Country Health SA,16.00  Richards                                      Ave,Wudinna                                                5652,4,Very remote,13,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
TAS,Beaconsfield MPS,612000031,,604,,13 Bolton                                        St,Beaconsfield                                           7270,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,Campbell Town MPS,612000032,,604,,70 High                                          St,Campbell Town                                          7210,2,Outer Regional,6,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,Deloraine Hospital,612000046,,604,,17 East Barrack                                  St,Deloraine                                              7304,2,Outer Regional,20,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,Esperance MPC,611000060,,604,,18 Chapman                                       Ave,Dover                                                  7117,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,Flinders Island MPC,612000045,,604,,4 James                                         St,Whitemark                                              7255,4,Very remote,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,George Town Hospital,612000048,,604,,47 Anne                                          St,George Town                                            7253,2,Outer Regional,15,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,Health West,613000044,,604,,60 Orr                                           St,Queenstown                                             7467,3,Remote,10,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,Huon Hospital,611000033,,604,,3278 Huon                                          Hwy,Franklin                                               7113,2,Outer Regional,8,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,King Is MPC,613000034,,604,,31 Edward                                        St,Currie                                                 7256,4,Very remote,6,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,Launceston General Hospital,612000002,,604,,274 Charles                                       St,Launceston                                             7250,1,Inner Regional,385,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
TAS,May Shaw District Nursing Centre,611000062,,604,,37 Wellington                                    St,Swansea                                                7190,3,Remote,2,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,Mersey,613000045,,604,,9 Torquay                                       Rd,Latrobe                                                7307,2,Outer Regional,90,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Funding not designated/Unknown
TAS,Midlands MPC,611000064,,604,,13 Church                                        St,Oatlands                                               7120,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,NESM  - Scottsdale Hospital,612000036,,604,,17 Cameron                                       St,Scottsdale                                             7260,2,Outer Regional,18,S1,Public acute group C,Yes,Yes,No,No,No,Block-funded hospital
TAS,NWRH_Burnie,613000003,,604,,23 Brickport                                     Rd,Burnie                                                 7320,2,Outer Regional,125,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
TAS,New Norfolk Hospital,611000035,,604,,3 Richmond                                      St,New Norfolk                                            7140,1,Inner Regional,12,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,Royal Hobart Hospital,611000001,,604,,48 Liverpool                                     St,Hobart                                                 7000,1,Inner Regional,469,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
TAS,Smithton Hospital,613000041,,604,,74 Brittons                                      Rd,Smithton                                               7330,2,Outer Regional,12,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,St Helens District Hospital,612000039,,604,,1553 Circassion                                    St,St Helens                                              7216,2,Outer Regional,9,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,St Marys CHC,612000040,,604,,3 Gardiners Creek                               Rd,St Marys                                               7215,2,Outer Regional,8,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
TAS,Statewide Mental Health Services,644000058,,604,,85 Creek                                         Rd,New Town                                               7008,1,Inner Regional,89,Ps,Psychiatric,Yes,Yes,No,No,No,Block-funded hospital
TAS,Tasman MPS,611000061,,604,,1614 Nubeena                                       Rd,Nubeena                                                7184,2,Outer Regional,2,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
TAS,Toosey Memorial - Longford,612000042,,604,,10 Archer                                        St,Longford                                               7301,1,Inner Regional,2,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Albury Wodonga Health [Albury Campus],210N01650,0010560W,249,Albury Wodonga Health,201    Borella                                       Rd,Albury                                                 2640,1,Inner Regional,158.2,L,Public acute group A,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Albury Wodonga Health [Wodonga Campus],210401660,0031390A,249,Albury Wodonga Health,69     Vermont                                       St,Wodonga                                                3690,1,Inner Regional,132.3,M,Public acute group B,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Alexandra District Hospital,210403010,0030010T,233,Alexandra District Hospital,12     Cooper                                        St,Alexandra                                              3714,1,Inner Regional,31,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Alpine Health [Bright],210401882,0031740W,245,Alpine Health (Vic),36     Cobden                                        St,Bright                                                 3741,2,Outer Regional,9,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Alpine Health [Mount Beauty],210401883,0031190J,245,Alpine Health (Vic),2      Hollonds                                      St,Mt Beauty                                              3699,2,Outer Regional,10,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Alpine Health [Myrtleford],210401881,0030790T,245,Alpine Health (Vic),30     O'Donnell                                     Ave,Myrtleford                                             3736,1,Inner Regional,15,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Angliss Hospital,210801590,0031330L,234,Eastern Health (Vic),1      Albert                                        St,Upper Ferntree Gully                                   3156,0,Major Cities,186,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Austin Hospital [Heidelberg],210A01031,0030060F,266,Austin Health (Vic),145    Studley                                       Rd,Heidelberg                                             3084,0,Major Cities,653.4,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Bairnsdale Regional Health Service,210501040,0030080A,256,Bairnsdale Regional Health Service,122    Day                                           St,Bairnsdale                                             3875,2,Outer Regional,101.3,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Ballarat Health Services [Base Campus],210202010,0030090Y,203,Ballarat Health Services,1      Dummond                                       St,Ballarat Central                                       3350,1,Inner Regional,258.3,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Ballarat Health Services [Queen Elizabet,210202070,0034220W,203,Ballarat Health Services,102    Ascot                                         St,Ballarat                                               3350,1,Inner Regional,93.3,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Bass Coast Regional Health,210501670,0031400T,253,Bass Coast Regional Health,235    Graham                                        St,Wonthaggi                                              3995,1,Inner Regional,54.6,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Beaufort & Skipton Health Service [Beauf,210203120,0030990H,201,Beaufort and Skipton Health Service,28     Havelock                                      St,Beaufort                                               3373,1,Inner Regional,10,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Beaufort & Skipton Health Service [Skipt,210102230,0030990H,201,Beaufort and Skipton Health Service,2      Blake                                         St,Skipton                                                3361,1,Inner Regional,6,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Beechworth Health Service,210404460,0031690K,251,Beechworth Health Service,52     Sydney                                        Rd,Beechworth                                             3747,1,Inner Regional,13,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Benalla & District Memorial Hospital,210404050,0030110K,247,Benalla and District Memorial Hospital,45     Coster                                        St,Benalla                                                3672,1,Inner Regional,55,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Bendigo Health Care Group [Anne Caudle],210301022,0030120J,210,Bendigo Health Care Group,100    Barnard                                       St,Bendigo                                                3550,1,Inner Regional,97.2,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Boort District Health,210303060,0030140F,218,Boort District Health,31     Kiniry                                        St,Boort                                                  3537,2,Outer Regional,7,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Box Hill Hospital,210801050,0030150B,234,Eastern Health (Vic),51     Nelson                                        Rd,Box Hill                                               3128,0,Major Cities,510.8,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Broadmeadows Health Service,210A02970,0031920L,226,Northern Health (Vic),35     Johnstone                                     St,Broadmeadows                                           3074,0,Major Cities,145.9,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Bundoora Extended Care Centre,210A01090,0031760L,226,Northern Health (Vic),1231   Plenty                                        Rd,Bundoora                                               3083,0,Major Cities,85,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Calvary Health Care Bethlehem,210903050,0031480Y,290,Calvary Health Care Bethlehem Limited,476    Kooyong                                       Rd,Caulfield                                              3162,0,Major Cities,32,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Caritas Christi Hospice [Kew],210802080,0030210H,262,St Vincent's Hospital (Melbourne) Limited,104    Studley Park                                  Rd,Kew                                                    3101,0,Major Cities,25.5,N1,Mixed subacute and non-acute,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Casey Hospital,210903660,0031960F,269,Monash Health,52     Kangan                                        Dr,Berwick                                                3806,0,Major Cities,234.3,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Casterton Memorial Hospital,210102090,0030200J,283,Casterton Memorial Hospital,63     Russell                                       St,Casterton                                              3311,2,Outer Regional,15,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Castlemaine Health,210305010,0031780J,221,Castlemaine Health,142    Cornish                                       St,Castlemaine                                            3450,1,Inner Regional,50.3,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Caulfield Hospital,210901370,0031570X,268,Alfred Health (Vic),260    Kooyong                                       Rd,Caulfield                                              3162,0,Major Cities,261.5,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Central Gippsland Health Service [Maffra,210502580,0034620A,259,Central Gippsland Health Service,48     Kent                                          St,Maffra                                                 3860,1,Inner Regional,8.3,S2,Public acute group D,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Central Gippsland Health Service [Sale],210502060,0030480H,259,Central Gippsland Health Service,155    Guthridge                                     Pde,Sale                                                   3850,1,Inner Regional,94,L,Public acute group A,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Cobram District Hospital,210405120,0030250Y,239,Cobram District Hospital,24     Broadway                                      St,Cobram                                                 3644,1,Inner Regional,12,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Cohuna District Hospital,210302130,0030260X,213,Cohuna District Hospital,144    King George                                   St,Cohuna                                                 3568,2,Outer Regional,16,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Colac Area Health,210101130,0030270W,228,Colac Area Health,2      Connor                                        St,Colac                                                  3250,1,Inner Regional,37,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Craigieburn Health Service,210A03670,0031980A,226,Northern Health (Vic),350    Craigieburn                                   Rd,Craigieburn                                            3064,0,Major Cities,14,O4,Other day procedure hospital,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Cranbourne Integrated Care Centre,210902112,0032030W,269,Monash Health,140    Sladen                                        St,Cranbourne                                             3977,0,Major Cities,18.4,O4,Other day procedure hospital,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Creswick District Hospital,210204162,0030300F,206,Hepburn Health Service,1      Napier                                        St,Creswick                                               3363,1,Inner Regional,6,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Dandenong Campus,210902111,0030310B,269,Monash Health,105    David                                         St,Dandenong                                              3175,0,Major Cities,532.4,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Daylesford District Hospital,210204161,,206,Hepburn Health Service,13     Hospital                                      St,Daylesford                                             3460,1,Inner Regional,21,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Dental Health Services Victoria,210A05110,0031530F,998,Unknown,720    Swanston                                      St,Carlton                                                3053,0,Major Cities,20,O5,Unpeered,Yes,Yes,No,No,No,Funding not designated/Unknown
VIC,Dimboola District Hospital,210203180,0030330Y,275,Wimmera Health Care Group,32     Anderson                                      St,Dimboola                                               3414,2,Outer Regional,4,S2,Public acute group D,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Djerriwarrh Health Service [Bacchus Mars,210203020,0030070B,208,Djerriwarrh Health Service (Vic),29     Grant                                         St,Bacchus Marsh                                          3340,1,Inner Regional,43,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
